,Name,Is Potentially Hazardous,Minimum Orbit Intersection,Absolute Magnitude,Close Approach Date,Miles per Hour,Miss Distance,First Observationv Date,Last Observationv Date
9611,(2010 PS65),False,.0404229,24.7,2002-12-16,10739.7556804911,61511896,2010-08-13,2010-09-15
9612,(2010 PM10),False,.223864,19.8,1910-10-05,7224.5446689376,24901270,2010-08-06,2017-12-29
9613,(2010 QE2),False,.0548871,17.3,1900-10-11,80587.1781318287,38273572,2010-08-25,2017-01-09
9614,(2010 PS66),False,.0146916,25.1,1982-05-26,36325.9236788115,39061844,2010-08-15,2010-09-30
9615,(2010 QA5),False,.0668777,22.5,1933-05-11,16007.3765387402,67889528,2010-08-29,2010-12-06
9616,(2010 RV3),False,.00682727,23.168,2010-09-19,64146.4740989113,8881459,2010-09-02,2010-09-03
9617,(2010 RD),False,.059366,25.4,1958-04-20,13503.8191744656,4870043,2010-09-01,2010-09-27
9618,(2010 RB12),False,.00196601,27.0,1934-09-07,7567.9386251873,144006432,2010-09-02,2010-09-04
9619,(2010 RZ11),False,.00586642,26.6,2010-08-27,31847.6942844869,567406.1875,2010-09-03,2010-09-08
9620,(2010 RS3),False,.141581,22.6,2007-08-11,23218.5368321239,33817120,2010-09-02,2010-10-29
9621,(2010 RG31),False,.101618,22.6,2010-01-27,21963.7890086806,15859776,2010-09-05,2010-09-12
9622,(2010 RC12),False,.225483,21.7,2000-09-07,8043.2627803878,21775282,2010-09-03,2010-10-29
9623,(2010 RE31),False,.0144812,25.9,2009-09-04,38853.5744586046,21890070,2010-09-05,2010-09-08
9624,(2010 RG42),False,.131453,21.1,1902-02-20,21937.4616438107,12170549,2010-05-30,2014-01-27
9625,(2010 RM42),False,.339464,18.6,1908-04-25,43633.0894732275,46110336,2010-02-14,2016-04-13
9626,(2010 RL42),False,.192253,22.6,1910-10-13,3657.6249983303,44052476,2010-09-05,2013-09-05
9627,(2010 RK43),False,.223768,20.7,2010-09-28,11159.4206261941,21981616,2010-09-06,2010-11-08
9628,(2010 RK53),False,6.91401E-5,27.9,2010-09-08,19899.5201526969,97701.53125,2010-09-10,2010-09-17
9629,(2010 RJ64),False,.134412,24.0,2010-09-26,11075.0276093672,12914002,2010-09-10,2010-10-30
9630,(2010 RM80),False,.00186227,27.9,1924-04-25,24372.578521545,17781352,2010-09-11,2010-09-19
9631,(2010 RR80),False,.227915,22.4,2005-04-19,14834.5873844462,31923210,2010-09-11,2010-10-08
9632,(2010 RO80),False,.0513586,24.6,2010-09-13,29412.1624969867,4800822,2010-09-11,2010-09-12
9633,(2010 RQ80),False,.201506,22.7,2006-10-06,14260.0796535477,38042940,2010-09-10,2010-11-15
9634,(2010 RS80),False,.00534107,26.5,1920-05-04,40872.2773444255,33123180,2010-09-11,2010-09-18
9635,(2010 RB130),False,.0173385,24.3,1909-07-14,32015.437462241,22692944,2010-09-15,2010-10-17
9636,(2010 RP80),False,.227696,20.8,1914-10-23,12235.8520902318,22321952,2010-09-10,2016-01-14
9637,(2010 RN80),False,.0902954,20.2,1912-11-25,27999.223880777,25999470,2010-09-10,2011-03-01
9638,(2010 RO82),False,.161361,16.9,1904-12-03,23628.3332662697,27077908,2010-09-10,2018-09-08
9639,(2010 RN82),False,.361667,19.0,1997-09-02,40956.7804221774,40361356,2010-09-11,2014-06-24
9640,(2010 RT80),False,.125034,23.0,1942-09-09,13679.3411189415,13752321,2010-09-11,2010-10-31
9641,(2010 RG137),False,.102885,21.0,1912-12-04,35603.2813490485,39698596,2010-09-03,2011-01-29
9642,(2010 RS180),False,.109777,20.7,1912-07-27,14700.6229664142,16822230,2010-09-03,2015-04-22
9643,(2010 SP3),False,.00311267,24.8,2010-04-08,36731.7050300933,8399761,2010-09-17,2010-10-01
9644,(2010 SC),False,.0230406,26.0,2008-10-29,15385.3448946301,8545043,2010-09-16,2010-10-12
9645,(2010 RF181),True,.0160611,20.7,1915-09-21,40938.2216477009,34014064,2010-09-11,2011-01-28
9646,(2010 RR179),False,.11064,21.2,1936-01-02,8430.8466732829,115482840,2010-09-02,2011-03-02
9647,(2010 SW3),False,.000585568,26.6,2010-09-09,18267.8230306021,626739.0625,2010-09-18,2010-09-19
9648,(2010 SE),False,.0074417,24.3,2009-08-30,55125.9907829611,43598100,2010-09-16,2010-09-19
9649,(2010 SR3),False,.193062,21.9,1915-11-01,14391.9572853428,25106668,2010-09-16,2016-02-10
9650,(2010 SX11),False,.0256179,24.8,1929-10-09,16254.4821226916,2591106,2010-09-18,2010-10-09
9651,(2010 SK15),False,.0445331,22.9,2003-05-16,25601.8391701974,8159119,2010-09-29,2010-11-03
9652,(2010 SL15),False,.103297,25.2,2010-10-09,12208.669838185,10811298,2010-09-29,2010-10-29
9653,(2010 SR16),False,.0514936,24.3,2010-10-01,34888.5070945936,5281735.5,2010-09-30,2010-10-04
9654,(2010 SC17),False,.0241271,22.7,2010-10-31,29645.5859689679,11731003,2010-09-16,2010-10-08
9655,(2010 SD13),False,.107852,18.8,1904-10-27,19566.5138926044,15669290,2010-09-27,2016-03-08
9656,(2010 TN4),False,.00960122,27.5,2010-09-30,17164.6326689873,890263.6875,2010-10-02,2010-10-09
9657,(2010 TK),False,.00548951,25.3,1958-03-10,22415.1450349687,409774.75,2010-10-02,2010-10-16
9658,(2010 TJ7),False,.166334,19.7,1914-10-19,29633.858196116,38175848,2010-10-05,2018-04-10
9659,(2010 TQ19),False,.0234749,25.3,1947-09-06,38826.5037121651,38639736,2010-10-08,2010-10-12
9660,(2010 TC47),False,.19103,20.4,1912-11-21,11045.2909929955,18027040,2010-10-06,2018-02-06
9661,(2010 TG19),False,.000933252,23.9,1999-01-29,44575.6368568501,32559498,2010-10-07,2010-10-22
9662,(2010 TZ53),False,.0846911,23.0,2009-10-11,25540.0119748599,27017546,2010-10-08,2010-10-17
9663,(2010 TB54),False,.0109871,26.8,2010-10-13,17661.465554766,1462565.625,2010-10-09,2010-10-12
9664,(2010 TC54),False,.175642,20.9,2010-10-09,29112.5582396402,18731496,2010-10-09,2010-10-30
9665,(2010 TJ54),False,.296607,19.8,1928-10-13,12801.4304366044,29505022,2002-09-03,2010-11-16
9666,(2010 TG54),False,.0108532,26.6,2010-10-15,29729.7992110371,1047346.3125,2010-10-09,2010-10-14
9667,(2010 TP54),True,.0398745,21.7,1900-01-06,36063.0981571029,21064000,2000-02-06,2011-01-26
9668,(2010 TD54),False,8.43723E-5,28.9,1975-04-03,54368.980829797,22906508,2010-10-09,2010-10-12
9669,(2010 TV54),False,.00669799,25.7,2010-10-18,36476.2595022056,1223479.125,2010-10-11,2010-10-17
9670,(2010 TQ54),False,.0685315,24.4,1978-09-27,36841.1086845744,30991462,2010-10-10,2010-12-31
9671,(2010 TF54),False,.0682062,19.7,2010-10-06,31908.537645611,18778338,2010-10-09,2016-12-24
9672,(2010 TK55),False,.0563529,23.8,2010-10-10,27755.5298860292,5896920.5,2010-10-11,2010-10-13
9673,(2010 TO55),False,.00616194,26.5,2010-10-10,16530.2197745583,687233.3125,2010-10-13,2010-10-20
9674,(2010 TY54),False,.211953,21.6,1923-11-01,13586.3318146305,21725568,2010-10-11,2011-01-09
9675,(2010 TW149),False,.00421235,25.9,2010-08-04,33643.5172014422,9833050,2010-10-14,2010-10-15
9676,(2010 TL117),False,.381816,19.3,1920-03-11,29621.6362845661,35740276,2010-10-09,2015-04-22
9677,(2010 TV149),True,.0451747,18.6,1906-11-07,45487.4847667067,24071166,2002-06-15,2013-06-27
9678,(2010 TU149),True,.0115028,20.7,1902-11-20,53509.5874064728,10222181,2010-10-10,2014-06-24
9679,(2010 UE),False,.000156526,29.6,2010-08-26,27673.1500910598,8089851.5,2010-10-17,2010-10-17
9680,(2010 TN167),False,.00932406,27.1,2010-10-20,36758.2509342935,1305598.125,2010-10-14,2010-10-16
9681,(2010 TE193),False,.0265423,26.9,2010-10-18,20186.900868816,2384922.5,2010-10-04,2010-10-22
9682,(2010 TA178),False,.226387,19.9,2000-09-20,15269.4019187701,29616110,2010-10-03,2010-11-11
9683,(2010 UH),False,.0011628,27.1,2008-08-07,11224.7543572661,6570241,2010-10-17,2010-11-01
9684,(2010 UC),False,.00589355,27.4,1946-10-24,6149.0005819514,1692328.25,2010-10-17,2010-10-24
9685,(2010 UX6),False,.01855,23.1,1939-10-13,36403.1018059385,23926308,2010-10-27,2011-02-04
9686,(2010 UB7),False,.255703,22.2,2010-10-06,15910.306607437,21819062,2010-10-28,2010-12-08
9687,(2010 UH7),False,.260153,18.9,1910-09-14,11516.944583238,168385760,2010-08-31,2016-02-04
9688,(2010 UO7),False,.111175,23.7,1997-09-26,33428.5296534186,42252548,2010-10-29,2010-12-01
9689,(2010 UR7),False,.00313261,27.4,2010-10-27,29943.2512724175,598768,2010-10-30,2010-11-10
9690,(2010 UV7),False,.170304,22.3,2010-07-30,58112.9156383392,8157098,2010-10-30,2010-11-07
9691,(2010 UF7),False,.117433,19.3,1903-01-30,18210.7477420597,13088079,2010-10-19,2011-05-18
9692,(2010 UM7),False,.00148575,27.6,1907-02-16,54566.8638693292,40983900,2010-10-29,2010-10-31
9693,(2010 UX7),False,.1419,21.1,1909-01-19,26571.6162114085,5497028,2010-10-30,2012-09-16
9694,(2010 UD8),False,.0714145,24.6,1922-05-08,9888.849622641,4901770.5,2010-10-31,2010-12-02
9695,(2010 UX95),False,.278453,19.3,1911-09-15,6015.0167377326,28213076,2010-05-17,2013-11-10
9696,(2010 VJ),False,.230156,22.5,2006-10-09,16200.4242276593,33776216,2010-11-01,2010-12-02
9697,(2010 VF),False,.0161361,25.6,2010-10-06,45610.7318081526,10131257,2010-11-01,2010-11-02
9698,(2010 VK),False,.178254,21.3,1994-05-09,50445.7542848403,17909918,2010-11-01,2010-11-30
9699,(2010 VP),False,.0262144,23.7,1950-07-01,40020.4781588604,5988295,2010-11-01,2010-11-11
9700,(2010 VL),False,.0455289,25.2,2009-11-14,25165.8985814267,37659564,2010-11-01,2010-11-02
9701,(2010 VO),False,.109399,23.9,1910-10-06,26946.3962975451,33892216,2010-11-01,2010-12-07
9702,(2010 VZ),True,.0429318,19.3,1910-10-01,22966.9629969222,3715413,2010-11-02,2015-01-21
9703,(2010 VD1),False,.0520011,22.1,1904-06-09,43537.2037570938,31217178,2010-11-02,2016-10-25
9704,(2010 VJ1),False,.0797106,24.1,2010-05-23,24259.4217511297,39986372,2010-11-03,2010-11-12
9705,(2010 VB1),False,.000121571,23.2,1900-05-19,13183.6459668815,6953276,2010-11-02,2017-07-02
9706,(2010 VS21),False,.102583,24.1,2008-11-09,12797.0760915873,21334084,2010-11-06,2010-12-14
9707,(2010 VR21),False,.00149864,29.255,2010-11-07,31879.8672240848,220798.796875,2010-11-06,2010-11-07
9708,(2010 VV21),False,.170061,23.1,2007-10-29,7898.2823427068,17401514,2010-11-06,2010-11-29
9709,(2010 VZ11),False,.00430347,25.6,1982-06-04,35301.5057578931,36226832,2010-11-04,2010-11-24
9710,(2010 VQ21),False,.136049,22.2,1907-11-02,14930.0506872706,18844938,2010-10-07,2010-12-10
9711,(2010 VU21),False,.0212473,24.9,2010-11-13,47080.9238157034,2155951,2010-11-03,2010-11-12
9712,(2010 VL65),False,.00656554,28.4,1978-11-02,16705.9669428343,11064805,2010-11-06,2010-11-07
9713,(2010 VW75),False,.0830571,21.7,2004-03-04,10206.5271340189,132038264,2010-11-08,2010-12-08
9714,(2010 VA76),False,.177083,24.0,1900-12-15,10741.2933787655,19533490,2010-11-08,2011-01-03
9715,(2010 VZ71),False,.311096,19.6,1903-06-23,28435.3775540818,29685998,2010-06-28,2017-12-13
9716,(2010 VO98),False,.0278846,25.3,2010-09-08,18186.6543168448,13827769,2010-11-10,2010-11-11
9717,(2010 VP98),False,.117607,24.4,2010-11-18,29363.7570220051,11290836,2010-11-10,2010-11-11
9718,(2010 VU98),False,.0290246,24.8,1984-02-17,19773.7708694979,5912553.5,2010-11-10,2010-11-28
9719,(2010 VV98),False,.0025977,24.6,2010-10-01,14602.6523654552,10688250,2010-11-10,2010-11-16
9720,(2010 VA99),False,.0409057,22.9,2010-11-13,50018.3191243687,5218274,2010-11-11,2010-11-13
9721,(2010 VP139),False,.000483342,29.203,2010-11-11,18522.6873926316,233745.640625,2010-11-14,2010-11-14
9722,(2010 VO139),False,.0077931,26.464,2010-10-19,44601.614369277,8978215,2010-11-14,2010-11-14
9723,(2010 VB140),False,.18531,21.8,2006-11-21,21059.3845860669,30615194,2010-11-15,2011-01-25
9724,(2010 WA),False,.000521599,30.0,2010-11-16,28760.6132579309,164802.921875,2010-11-16,2010-11-17
9725,(2010 VC140),False,.00231321,27.9,2001-12-21,24624.1745792817,18448430,2010-11-15,2010-11-19
9726,(2010 WT),False,.112208,23.3,1998-12-26,10951.7863016761,43991016,2010-11-25,2014-10-16
9727,(2010 WG1),False,.0440182,23.0,2010-12-09,44226.9885660167,9529282,2010-11-27,2010-11-28
9728,(2010 WB),False,.00415092,24.1,1900-12-14,41215.380639108,39633976,2010-11-16,2011-01-04
9729,(2010 WC1),False,.0105663,27.7,2010-06-20,6196.1111891856,16785468,2010-11-26,2010-12-02
9730,(2010 WH3),False,.109165,20.7,2004-04-18,8835.0556692875,135143696,2010-11-27,2011-01-09
9731,(2010 WC3),False,.011113,22.1,2010-11-26,24262.7832927007,9619999,2010-11-27,2010-12-06
9732,(2010 WQ7),False,.166385,18.2,1903-05-12,9225.4582370734,145868448,2010-11-27,2017-11-16
9733,(2010 WU8),False,.0373388,24.2,1945-09-28,35406.8088703122,31109922,2010-11-28,2010-12-12
9734,(2010 WP8),False,.182277,18.3,1925-12-27,22872.1775796531,46310200,2007-12-20,2018-09-02
9735,(2010 WB9),False,.0645448,24.0,1909-12-24,20739.1484983003,14880574,2010-11-30,2011-01-13
9736,(2010 WA9),False,.00303719,25.6,1975-12-11,19421.5252825241,1342238.875,2010-11-30,2010-12-10
9737,(2010 XB),False,.00035942,29.6,2010-11-30,46576.5985943068,215321.375,2010-12-01,2010-12-02
9738,(2010 WE9),False,.256273,20.0,1914-01-17,56524.3440675774,43758724,2002-07-08,2013-01-10
9739,(2010 WD9),False,.00208758,23.7,1910-09-16,15359.191996626,3446626.5,2010-11-30,2011-01-30
9740,(2010 XK),False,.102479,22.8,2010-12-04,28609.8473874904,22583724,2010-12-01,2010-12-09
9741,(2010 XR),False,.000184753,26.9,2010-11-29,46189.4155407568,343529.90625,2010-12-02,2010-12-05
9742,(2010 XV),False,.105488,23.6,2010-12-01,28992.2080223642,10238929,2010-12-02,2010-12-09
9743,(2010 XY),False,.0824718,24.3,2010-12-05,18197.6032765673,7674388,2010-12-02,2011-01-02
9744,(2010 XF3),False,.0349654,24.4,1920-09-12,23553.2524144976,24285958,2010-12-02,2011-01-03
9745,(2010 XG3),False,.13566,21.8,1922-12-25,12024.4964646029,12833875,2010-12-02,2011-03-02
9746,(2010 XT10),False,.0112156,26.5,1924-09-14,32560.3417362335,31271220,2010-12-04,2010-12-11
9747,(2010 XU10),False,.0143076,27.4,1904-10-27,28365.2129556736,33599392,2010-12-03,2010-12-06
9748,(2010 XG11),False,.354297,20.0,1902-07-25,27755.2601909516,3021903.75,1995-07-01,2012-06-12
9749,(2010 XA11),False,.00472686,26.1,1972-12-16,58945.9792252428,43466088,2010-12-04,2010-12-09
9750,(2010 XC11),True,.0303788,18.7,1901-01-21,41209.18257573,36762356,2010-12-03,2015-08-25
9751,(2010 XH11),False,.175277,23.2,1993-11-20,23678.7046705304,29601882,2010-12-05,2011-01-04
9752,(2010 XE25),False,.143565,21.3,2010-12-28,21561.8316264248,20182000,2010-12-08,2011-01-31
9753,(2010 XB25),False,.0446924,24.3,1908-04-22,38495.8313620112,20049064,2010-12-08,2010-12-15
9754,(2010 XD11),False,.200607,18.0,1905-04-26,47020.60844739,39975768,2010-12-03,2017-12-30
9755,(2010 XB24),True,.0215944,21.8,1900-05-26,18972.7258690399,8058211.5,2010-12-07,2011-08-30
9756,(2010 XS45),False,.00818439,26.6,2010-12-05,28777.2241285051,821696.1875,2010-12-08,2010-12-11
9757,(2010 XC25),True,.00104815,20.9,1905-06-02,35619.8759846276,11078249,2010-12-08,2014-10-21
9758,(2010 XR45),False,.0910805,21.7,1920-11-22,17119.4223414278,25679230,2010-10-01,2011-01-26
9759,(2010 XD25),False,.0578891,20.7,1902-06-22,41817.0120484756,16098806,2010-12-08,2013-05-22
9760,(2010 XN56),False,.0649874,24.6,2010-12-03,14739.631039426,8211635,2010-12-10,2011-01-02
9761,(2010 XX58),False,.309365,18.4,1905-06-03,19699.4813444486,74819024,2010-12-12,2014-09-19
9762,(2010 XL56),False,.20067,21.5,1900-06-15,22348.7643004747,37109560,2010-12-10,2016-12-20
9763,(2010 XZ58),False,.00792646,23.5,2010-07-29,20852.3097454853,38741612,2010-12-13,2010-12-19
9764,(2010 XW58),False,.000450743,24.9,1923-09-19,42661.1794631282,38616220,2010-12-11,2013-01-12
9765,(2010 XN69),False,.0010884,26.2,2010-12-25,18339.8729201121,1031978.375,2010-12-15,2010-12-16
9766,(2010 XO69),False,.00167986,27.1,2010-12-21,15256.9837904135,729282.25,2010-12-15,2010-12-16
9767,(2010 XM69),False,.294365,19.5,1901-11-13,52797.3378334876,33062484,2010-12-14,2016-12-30
9768,(2010 XR69),False,.00308133,25.4,1916-09-26,56496.7734677719,11466251,2010-12-14,2010-12-16
9769,(2010 YR),False,.0150738,23.9,1926-08-19,48259.9536268565,45541896,2010-12-29,2011-01-02
9770,(2010 YD),False,.00159767,26.6,1967-04-06,41551.7636541956,27006232,2010-12-25,2011-01-04
9771,(2010 YB),True,.0462379,20.7,1902-09-15,28612.2505506769,10899768,2010-12-16,2016-03-07
9772,(2010 YC1),False,.162848,21.3,1904-10-12,30743.1989692749,16508518,2010-12-21,2015-12-29
9773,(2011 AN1),False,.0136751,27.7,2011-01-10,15969.4917897605,1317471.125,2011-01-03,2011-01-09
9774,(2010 XZ72),False,.118341,19.7,1915-08-20,10614.1710663882,134012280,2010-12-15,2011-04-13
9775,(2010 XY82),False,.295404,19.1,1901-01-16,36250.890419713,27835382,2010-12-14,2018-03-22
9776,(2010 YO),False,.00413073,24.6,1913-12-27,46500.9914143008,21671146,2010-12-27,2011-01-02
9777,(2010 YH),False,.0861029,20.0,1904-05-26,11544.2619663815,170314000,2010-12-26,2011-06-26
9778,(2010 YD3),False,.197032,20.0,1913-02-07,13612.4503974043,148333872,2010-12-21,2015-01-12
9779,(2011 AE3),False,.00122284,28.0,2011-01-03,15277.1289157166,614885.9375,2011-01-04,2011-01-04
9780,(2011 AU4),False,.0262499,25.9,1958-07-31,12656.9414050994,8250478,2011-01-08,2011-01-13
9781,(2011 AZ22),False,.00223648,28.6,2011-01-09,27279.0891809463,289734.34375,2011-01-11,2011-01-11
9782,(2011 AT26),True,.00585873,21.6,2010-10-20,25047.6561306157,4834128,2011-01-11,2011-01-28
9783,(2011 AB37),False,.0186146,25.9,1951-01-07,32063.1611104602,24488562,2011-01-13,2011-01-14
9784,(2011 AA23),False,.0340317,23.8,1920-11-23,27054.3134930441,31687032,2011-01-11,2011-03-13
9785,(2011 AK37),False,.0205768,25.1,2011-01-03,21741.7320225503,2617400.5,2011-01-13,2011-02-11
9786,(2011 AR26),False,.106351,20.3,1909-09-04,34421.7803483221,29295120,2011-01-11,2014-02-05
9787,(2011 AM37),False,.000748704,29.7,1987-09-26,33245.3522710543,34546864,2011-01-13,2011-01-14
9788,(2011 AN52),False,.00213017,28.6,2011-01-17,36516.027732403,197108.90625,2011-01-14,2011-01-17
9789,(2011 BA),False,.163885,20.0,1903-01-20,64730.9212258111,38595684,2011-01-16,2016-08-03
9790,(2011 AO52),False,.135185,18.2,1908-03-08,25272.0119290081,35741496,2011-01-14,2016-08-02
9791,(2011 BB),False,.0741287,20.4,1904-05-27,21493.6174643891,184012416,2011-01-13,2014-12-30
9792,(2011 BW10),False,.0145631,25.2,1963-06-20,47528.0128857076,10203411,2011-01-24,2011-01-25
9793,(2011 BY11),False,.0361404,25.5,2011-01-30,27690.4839591389,3364006,2011-01-26,2011-01-29
9794,(2011 BW11),False,.000862882,28.3,2011-01-25,53583.1126649793,80057.421875,2011-01-26,2011-01-28
9795,(2011 BY10),False,.00192487,27.1,2007-02-25,49616.3280700332,44150308,2011-01-24,2011-01-30
9796,(2011 BX10),True,.0244398,18.2,1910-11-04,26157.4229161065,15974854,2011-01-24,2016-04-04
9797,(2011 BB19),False,.1271,21.7,1989-01-15,26475.6147020642,12070646,2011-01-27,2011-03-01
9798,(2011 BX11),False,.158738,22.8,1906-01-21,20288.493615413,22500370,2011-01-26,2015-01-20
9799,(2011 BV15),False,.362747,20.4,1998-01-14,29084.9047709316,34267868,2011-01-25,2011-02-25
9800,(2011 BE24),False,.0129084,25.5,2011-02-03,19176.0388090356,2219875.25,2011-01-28,2011-01-29
9801,(2011 BL24),False,.280649,20.2,2008-11-07,19166.9390494236,160778448,2011-01-28,2011-03-02
9802,(2011 BY18),True,.0231432,20.8,1905-06-29,49026.6318168395,11987561,2011-01-27,2017-07-16
9803,(2011 BF24),False,.0247894,26.1,2011-02-04,22830.9870051815,2900941.5,2011-01-28,2011-01-31
9804,(2011 BE38),True,.0225341,18.3,1906-06-30,20111.7926812541,146800384,2011-01-28,2015-01-24
9805,(2011 BG24),False,.00403323,26.6,2006-01-11,26979.048085916,18450506,2011-01-27,2011-01-29
9806,(2011 BM24),False,.291624,18.2,1933-11-26,36067.1803306463,28055158,2011-01-28,2018-04-05
9807,(2011 BH39),False,.0179891,25.4,1940-06-26,32881.351197412,12770413,2011-01-30,2011-02-02
9808,(2011 BY24),False,.0169551,22.6,1925-04-01,26906.4272715348,3848952.25,2011-01-24,2011-05-22
9809,(2011 BD40),False,.18431,20.6,1902-01-08,24573.9303921792,39234848,2011-01-30,2013-09-22
9810,(2011 BG40),False,.0901409,24.6,1924-04-01,13176.8127140092,9273867,2011-01-30,2011-02-25
9811,(2011 BM45),True,.00699004,21.4,1928-05-19,79122.2337042776,26035920,2011-01-30,2011-03-10
9812,(2011 BA45),False,.117261,21.5,1902-07-19,39392.1008004707,23257050,2011-01-30,2013-09-07
9813,(2011 BM59),False,.0182544,25.4,1916-07-18,57272.293324382,39409356,2011-01-30,2011-02-05
9814,(2011 BN59),False,.324314,20.4,1996-09-03,17979.9899719942,178913872,2011-01-29,2011-03-25
9815,(2011 BT59),True,.0205819,21.0,2010-12-19,102068.2631135652,4166585.5,2011-01-30,2011-02-07
9816,(2011 BQ50),False,.00527862,28.0,1981-11-09,36656.7350800623,40169648,2011-01-30,2011-02-11
9817,(2011 BO59),True,.0274705,21.2,1904-08-02,29527.6727948381,7558986.5,2011-01-30,2016-08-07
9818,(2011 BX59),False,.0697385,24.6,1944-03-11,15750.0726466602,16511457,2011-01-30,2011-05-24
9819,(2011 CY3),False,.0112867,22.4,1916-07-28,56817.7184607729,45443992,2011-02-05,2011-02-23
9820,(2011 BY59),False,.317947,22.5,1903-01-26,30698.7544698008,42325888,2011-01-30,2016-02-13
9821,(2011 CA7),False,.000426655,30.3,2009-01-19,53678.5437269864,45427848,2011-02-07,2011-02-08
9822,(2011 CG33),False,.0705215,21.9,2011-03-05,43266.7999436531,17397710,2011-02-08,2011-02-25
9823,(2011 CF22),False,.000275437,30.876,2011-02-06,41757.4879847989,139465.34375,2011-02-07,2011-02-07
9824,(2011 CG22),False,.142888,20.1,2011-08-02,49403.5280890908,46262024,2011-02-07,2011-04-26
9825,(2011 CN14),False,.341888,18.8,1968-02-21,59565.4078092773,34968632,2011-02-07,2015-07-25
9826,(2011 CT4),True,.00662267,20.8,1901-09-05,38666.8139077322,4775323.5,2011-02-04,2017-06-17
9827,(2011 CW46),False,.0223873,24.8,2010-08-30,38174.3187596003,35113528,2011-02-11,2011-02-12
9828,(2011 DQ),False,.0237396,26.2,2011-02-26,12794.1835199047,2307709.5,2011-02-23,2011-02-26
9829,(2011 CM50),False,.180713,22.9,2009-02-15,24439.9746537837,24291042,2011-02-12,2011-03-05
9830,(2011 CY46),True,.0413538,19.9,1905-08-24,10015.3607305692,160362640,2011-02-11,2014-08-03
9831,(2011 DO),False,.0364279,22.8,1922-02-26,51613.7099972481,26269908,2011-02-23,2011-03-11
9832,(2011 CL50),False,.00192788,27.6,1991-02-25,6898.5699075631,1444764.5,2011-02-12,2011-02-20
9833,(2011 DY4),False,.00813721,22.0,2011-02-12,50722.9184526431,6774420,2011-02-25,2011-03-14
9834,(2011 DS9),True,.00420391,20.2,1914-08-01,58289.6029875044,45479428,2011-02-25,2015-01-16
9835,(2011 DU9),False,.00104267,26.7,1935-11-20,43313.6269310448,32605560,2011-02-27,2011-03-11
9836,(2011 EB),False,.0027578,26.9,2011-02-26,22977.5643181427,584142.375,2011-03-01,2011-03-10
9837,(2011 EW4),False,.00523584,23.1,1902-03-15,13890.1648886501,30823958,2011-03-02,2014-09-29
9838,(2011 ET4),False,.181139,20.9,1913-03-05,38316.1721785731,17029592,2011-03-02,2018-09-11
9839,(2011 DT9),False,.0233545,25.2,1960-02-28,13881.5675542206,2182144,2011-02-26,2011-03-03
9840,(2011 EC7),False,.0530189,21.3,1903-06-28,38637.7630598731,7641603,2011-03-03,2018-03-16
9841,(2011 EB12),False,.212198,21.3,1900-10-31,46286.8980012035,43222904,2011-03-05,2013-03-11
9842,(2011 EL11),True,.00648925,19.8,1900-07-30,44984.1818013333,1474355.875,2008-02-28,2013-07-14
9843,(2011 EO11),False,.00156083,27.4,1900-09-16,33470.684437097,12235106,2011-03-04,2011-03-04
9844,(2011 EU20),False,.000248399,27.2,2011-03-11,22931.1926632743,621321.6875,2011-03-08,2011-03-11
9845,(2011 ED12),False,.0106286,26.8,1917-11-10,10614.043840063,6335984.5,2011-03-05,2011-03-25
9846,(2011 ET29),False,.271559,18.7,1909-04-28,14120.6296220207,27386444,2011-03-07,2018-01-14
9847,(2011 EO40),True,.0481422,21.5,1923-12-09,33627.1699627278,6174306,2011-03-10,2011-04-13
9848,(2011 EM40),False,.0011507,28.0,1971-08-27,43105.8078251487,27078850,2011-03-10,2011-03-14
9849,(2011 ED41),False,.0477862,22.4,2011-03-29,19432.6099010625,6608295.5,2011-03-10,2011-03-29
9850,(2011 EW29),False,.118009,20.8,1915-03-27,27460.2607571271,26853358,2011-03-09,2014-12-15
9851,(2011 EC41),False,.145265,19.9,2005-12-09,22937.5974357022,143991920,2011-03-10,2011-03-25
9852,(2011 EZ40),False,.208168,21.3,1907-08-15,47762.3564204583,32231456,2002-08-22,2011-09-05
9853,(2011 EE41),False,.0868239,24.3,2011-03-11,14593.4505202341,10818585,2011-03-10,2011-03-11
9854,(2011 EB74),False,.00085228,26.9,2011-03-16,18676.4495175608,209271.546875,2011-03-15,2011-03-15
9855,(2011 EV73),False,.00307833,28.4,2011-03-09,12687.2264802139,409084.8125,2011-03-13,2011-03-14
9856,(2011 EO51),True,.024671,21.1,1901-05-08,41242.7801699732,1268654.375,2011-03-12,2017-03-29
9857,(2011 ET74),False,.00312226,26.2,1995-03-07,15317.3671873273,4984665,2011-03-14,2011-04-13
9858,(2011 EW74),False,.0259016,23.3,1923-04-10,29468.4868574403,24640044,2011-03-15,2011-04-23
9859,(2011 FR6),False,.121396,23.6,2011-04-03,27499.2165438656,11847534,2011-03-27,2011-04-07
9860,(2011 FY2),False,.501778,18.2,1967-07-17,26520.5980202112,46328024,2002-02-14,2016-11-05
9861,(2011 FK1),False,.074426,23.7,1956-08-13,22370.9602659887,4390827.5,2011-03-16,2011-04-04
9862,(2011 FQ6),False,.000634056,27.7,1907-06-25,18039.8131566249,28655290,2011-03-27,2011-03-30
9863,(2011 FA23),False,.000118367,28.9,2011-04-01,31489.938059798,500813.59375,2011-03-30,2011-03-31
