,Name,Is Potentially Hazardous,Minimum Orbit Intersection,Absolute Magnitude,Close Approach Date,Miles per Hour,Miss Distance,First Observationv Date,Last Observationv Date
0,21277 (1996 TO5),False,.312604,16.1,1945-06-07,34693.2091900052,3107066.5,1990-02-04,2018-11-03
1,162038 (1996 DH),False,.13448,16.6,NA,NA,NA,1996-02-18,2018-05-05
2,189058 (2000 UT16),False,.537905,16.5,NA,NA,NA,1996-11-19,2017-11-25
3,276274 (2002 SS41),False,.601327,17.2,NA,NA,NA,2002-09-11,2017-09-27
4,322913 (2002 CM1),False,.578061,16.7,NA,NA,NA,2002-02-03,2018-09-28
5,435730 (2008 UK90),False,.562024,18.9,NA,NA,NA,2007-08-15,2015-06-08
6,451297 (2010 TK54),True,.0138983,19.2,NA,NA,NA,2010-10-08,2015-11-09
7,452307 Manawydan (1997 XV11),False,.583599,18.3,NA,NA,NA,1997-12-05,2016-04-20
8,452421 (2002 VX99),False,.516497,18.4,NA,NA,NA,2002-11-01,2016-04-25
9,453100 (2007 WU4),False,.508831,18.9,NA,NA,NA,2007-11-19,2016-01-01
10,454266 (2014 FM7),False,.285183,18.9,NA,NA,NA,2008-10-01,2017-06-24
11,(1979 XB),True,.023863,18.6,1979-12-17,51507.8587464745,3401319,1979-12-11,1979-12-15
12,(1990 UN),False,.0219335,23.5,1990-11-07,27014.3520390648,3915948.5,1990-10-22,1990-11-06
13,(1991 XA),False,.047372,23.7,1991-11-18,22750.4658020406,5470480,1991-12-04,1991-12-15
14,(1992 YD3),False,.0235471,26.4,1992-12-26,32945.5133508353,2830521.75,1992-12-27,1992-12-27
15,(1993 BD3),False,.0374988,26.2,1993-01-24,9668.6557903457,3489774.75,1993-01-26,1993-01-31
16,(1993 BU3),False,.198151,21.5,1993-01-04,9672.8673324065,18875844,1993-01-29,1993-03-03
17,(1994 FA),False,.0430943,25.2,1994-03-12,20643.8617375498,4006979,1994-03-16,1994-03-20
18,(1994 GK),False,.00299328,24.2,1994-04-05,34963.6817103318,2070529.375,1994-04-07,1994-04-10
19,(1994 RB),False,.0389121,23.4,1994-09-03,44076.0716570021,3963918.25,1994-09-01,1994-09-03
20,(1994 TA2),False,.260198,20.3,1994-08-21,9178.9891218843,30284554,1994-10-09,1994-10-27
21,(1994 TE2),False,.258043,22.7,NA,NA,NA,1994-10-11,1994-10-13
22,(1994 US),False,.214908,21.0,1994-09-12,12304.687347388,21250734,1994-10-29,1994-11-11
23,(1995 BK2),False,.118541,22.6,1995-01-29,33271.06171015,11131137,1995-01-31,1995-02-07
24,(1995 DV1),False,.0498883,23.0,1995-01-24,22783.6050718314,5042235,1995-02-25,1995-03-05
25,(1995 HM),False,.129129,23.0,1995-05-27,5355.7131187004,13473823,1995-04-26,1995-06-20
26,(1995 LA),False,.0147961,24.0,1995-06-04,19485.3428697785,2040978.75,1995-06-01,1995-06-08
27,(1995 NA),False,.0508804,23.2,1995-07-10,19309.9370145195,6541967,1995-07-05,1995-07-06
28,(1995 SC1),False,.108873,22.7,1995-09-07,13993.491707564,10775054,1995-09-23,1995-10-16
29,(1995 UC2),False,.404397,21.4,NA,NA,NA,1995-10-21,1995-10-27
30,(1996 AP1),False,.0231667,24.7,1996-01-06,18260.7935287828,2154189.75,1996-01-14,1996-01-24
31,(1996 BT),False,.0326632,23.0,1996-01-29,61428.3049772616,8487922,1996-01-19,1996-01-29
32,(1996 HN),False,.290825,21.5,1996-05-01,10332.789603272,27886690,1996-04-19,1996-06-21
33,(1996 MQ),False,.025332,24.5,1996-06-30,18130.3466196483,2412125.75,1996-06-24,1996-07-17
34,(1996 TC1),False,.012335,23.9,1996-09-25,54330.5397783582,1434435.75,1996-10-04,1996-10-11
35,(1996 VZ4),False,.0436726,24.2,1996-11-13,31518.002424703,4522948.5,1996-11-13,1996-11-14
36,(1997 EN23),False,.187291,22.8,1997-03-17,14823.3386285708,18002704,1997-03-08,1997-03-29
37,(1997 MS),False,.176759,19.1,1997-06-13,75745.9462029261,16603528,1997-06-25,1997-07-12
38,(1997 TZ16),False,.00805568,24.5,1997-10-16,29761.730999775,1695879.875,1997-10-09,1997-10-12
39,(1997 TC25),False,.00125091,24.6,1997-09-28,22815.659485166,1460106.125,1997-09-30,1997-10-23
40,(1997 UZ10),False,.102338,23.0,1997-10-30,21264.6320960475,9533172,1997-10-29,1997-11-12
41,(1997 VG),False,.0818401,22.2,1997-10-30,39794.1875761889,7670348.5,1997-10-30,1997-11-09
42,(1997 VG6),True,.0479946,19.6,1997-10-16,32273.4288566625,20469968,1997-11-08,1997-11-23
43,(1997 XE10),False,.0160221,25.0,1997-12-07,17837.5065372376,1827886,1997-12-04,1997-12-12
44,(1997 YR10),False,.166033,20.1,1997-12-24,43985.5464786048,17141518,1997-12-29,1998-01-03
45,(1998 DX11),False,.0109902,27.0,1998-02-22,20246.0560925232,1133706.125,1998-02-23,1998-02-26
46,(1998 DV20),False,.0701631,20.3,1998-01-29,44265.391759825,16727193,1998-02-24,1998-03-06
47,(1998 DK36),False,.00843783,25.0,1998-02-14,16284.7549305994,1054366.25,1998-02-23,1998-02-24
48,(1998 EE3),False,.00980295,27.2,1998-03-05,27062.4407078221,1225762.25,1998-03-01,1998-03-04
49,(1998 FG12),False,.110783,21.0,1998-02-21,20928.0797996711,11187391,1998-03-24,1998-05-02
50,(1998 HH1),False,.0557691,23.2,1998-04-20,24767.2392355958,6635532.5,1998-04-17,1998-05-19
51,(1998 HT31),True,.0311557,20.8,1998-05-08,40010.3665076778,2956389.25,1998-04-21,1998-05-09
52,(1998 KO3),False,.080075,19.5,1998-05-16,70880.6069493446,20872446,1998-05-24,1998-05-30
53,(1998 KJ17),False,.0257307,23.5,1998-05-30,18198.245288996,2796005,1998-05-28,1998-06-05
54,(1998 OP4),False,.0391332,24.0,1998-07-27,22864.0683636545,3640181.25,1998-07-27,1998-07-31
55,(1998 QV3),False,.163519,20.5,1998-09-08,21812.8173513976,15784482,1998-08-17,1998-10-13
56,(1998 QH28),False,.191956,22.9,1998-07-30,19446.6032466201,18891284,1998-08-23,1998-08-30
57,(1998 QA62),True,.0233903,19.0,1998-09-13,67693.3705865469,15439848,1998-08-29,1998-09-20
58,(1998 QA105),False,.280091,21.5,1998-09-29,11570.3098278178,25131056,1998-08-30,1998-10-27
59,(1998 SS4),False,.109295,21.8,1998-09-23,17158.0040654774,10937554,1998-09-19,1998-10-13
60,(1998 UR),False,.105282,22.7,1998-10-10,25352.1188437875,9844252,1998-10-16,1998-10-27
61,(1998 US18),True,.0319583,20.7,1998-10-19,43378.3084042023,10771427,1998-10-25,1998-11-08
62,(1998 WY1),False,.0683693,21.9,1998-11-17,31688.5364407851,7183065,1998-11-16,1998-11-28
63,(1998 WA2),False,.215526,19.7,1998-10-28,30292.1635012412,21730122,1998-11-16,1998-11-28
64,(1998 WR5),False,.42403,18.5,1998-11-17,34923.4513104557,39540764,1998-11-19,1998-12-17
65,(1998 XD12),True,.0321523,20.7,1998-12-05,47932.5290534305,3166059.75,1998-12-14,1998-12-24
66,(1999 AM10),False,.061527,21.0,1999-01-20,26265.5203663354,7830595.5,1999-01-13,1999-01-24
67,(1999 BO),False,.264004,19.1,1998-12-25,25506.6027665094,24704974,1999-01-16,1999-02-09
68,(1999 DY2),False,.108996,21.9,1999-03-02,13658.7311303972,10440586,1999-02-18,1999-04-15
69,(1999 EO3),False,.208532,19.1,1999-02-19,41452.77026564,25139180,1999-03-13,1999-03-23
70,(1999 FR5),False,.00823323,23.4,1999-03-12,17615.5112013985,817386.8125,1999-03-19,1999-03-25
71,(1999 FR19),True,.0359435,22.0,1999-03-19,37533.4693997457,4020266.5,1999-03-23,1999-03-25
72,(1999 HC1),False,.00855592,24.5,1999-04-15,16008.1802759585,1766222.5,1999-04-16,1999-04-21
73,(1999 JO6),False,.486905,16.6,2107-06-25,32949.8214000398,46102064,,
74,(1999 KL1),False,.0839382,21.5,1999-05-07,22692.0513531961,8864094,1999-05-17,1999-06-02
75,(1999 LX1),True,.0242275,20.6,1999-06-08,53494.9422218161,6002942,1999-06-08,1999-06-14
76,(1999 LD6),False,.0829422,22.1,1999-06-09,26546.5223310818,7730891,1999-06-10,1999-06-13
77,(1999 LE6),False,.0848947,20.6,1999-06-25,33375.9207755919,8383708,1999-06-10,1999-08-04
78,(1999 LV7),False,.175309,19.2,1999-06-20,40363.0780349761,21081266,1999-06-11,1999-07-08
79,(1999 RU2),False,.240503,20.2,1999-10-11,10259.1573265798,22917076,1999-09-04,1999-11-04
80,(1999 RZ31),False,.0217991,23.8,1999-09-04,17437.4408227793,2028616.875,1999-09-07,1999-09-21
81,(1999 RO36),False,.223266,20.7,1999-09-27,8240.9777144101,21682216,1999-09-06,1999-11-12
82,(1999 TA5),False,.23294,20.6,1999-10-10,6677.5115576884,22561876,1999-10-03,1999-11-12
83,(1999 TM12),False,.0661258,21.6,1999-10-15,43061.1748665513,6811940,1999-10-11,1999-10-17
84,(1999 TM13),False,.0759462,23.7,1999-10-09,14414.4984721446,7144208.5,1999-10-05,1999-10-18
85,(1999 TO13),True,.0306659,21.4,1999-10-05,33442.0491069479,2925675,1999-10-12,1999-10-23
86,(1999 TU16),False,.275701,22.1,1999-10-13,23402.2304117374,26191162,1999-10-11,1999-10-30
87,(1999 UZ5),False,.0672335,21.866,1999-10-22,57570.2705307788,6498816,1999-10-31,1999-11-04
88,(1999 VQ6),False,.503574,18.5,2116-11-16,31284.0377917,45734824,,
89,(1999 VN11),False,.171196,20.3,1999-11-14,39587.9833708072,17253174,1999-11-06,1999-11-14
90,(1999 VU25),False,.0677632,23.8,1999-10-30,14350.0416427063,6331831.5,1999-11-12,1999-11-15
91,(1999 VV25),False,.0199116,25.1,1999-11-17,20422.468137654,2243550.25,1999-11-14,1999-11-17
92,(1999 XS35),True,.0110782,17.2,1999-11-05,39713.8336322456,4219254.5,1999-12-02,2000-02-28
93,(1999 XN141),False,.0542308,22.6,1999-11-30,24801.109623626,5102200.5,1999-12-14,1999-12-30
94,(2000 CO33),True,.0296089,21.1,2000-02-04,28340.8710555941,5033446,2000-02-03,2000-03-13
95,(2000 DO8),False,.00385716,24.8,2000-03-04,22552.8356728343,1005374.0625,2000-02-28,2000-03-04
96,(2000 DQ110),False,.708469,16.7,NA,NA,NA,,
97,(2000 EC14),False,.2487,20.133,2000-02-11,15514.6778437127,23123506,,
98,(2000 EC104),False,.134902,21.3,2000-03-11,38770.5475704069,13346809,2000-03-10,2000-03-29
99,(2000 EZ106),False,.06417,20.5,2000-03-21,50291.6740443339,6378768.5,2000-03-12,2000-03-26
100,(2000 GT127),False,.297082,22.514,2000-04-22,17632.9771260056,29040772,2000-04-06,2000-04-13
101,(2000 JF5),True,.0209822,21.25,2000-05-09,32864.1072047222,4749662.5,2000-05-01,2000-05-06
102,(2000 JX8),False,.0187992,25.4,2000-05-05,12576.8506999919,1750677.125,2000-05-02,2000-05-05
103,(2000 KP44),False,.233585,18.8,2000-06-10,45300.5129136811,32991760,2000-05-31,2000-06-16
104,(2000 LD3),False,.130984,19.6,2000-05-29,68271.1234218524,13610547,2000-06-03,2000-06-15
105,(2000 PN),False,.0190758,22.573,2000-07-27,56500.9433855713,4845519.5,2000-08-01,2000-08-03
106,(2000 PY5),True,.0465334,21.1,2000-07-11,29073.5270683226,5211011,2000-08-02,2000-09-02
107,(2000 PH8),False,.0854402,24.3,2000-07-01,11598.4286608285,7984116,2000-08-03,2000-08-09
108,(2000 RK12),False,.0526742,21.264,2000-09-09,51085.9063450449,6098611.5,2000-09-01,2000-09-05
109,(2000 RD52),False,.215206,20.6,2000-08-20,8445.2110725738,21230704,2000-09-02,2000-12-01
110,(2000 RK60),False,.130001,21.6,2000-08-28,12487.2533833888,12868543,2000-09-06,2000-10-04
111,(2000 SB45),False,.00131586,24.5,2000-10-02,18395.4167769115,2204453.5,2000-09-27,2000-09-29
112,(2000 UQ30),True,.0117603,22.1,2000-11-19,21589.5524263609,5636959.5,2000-10-31,2000-12-22
113,(2000 VZ44),False,.0514813,21.037,2000-11-09,44372.4451667443,9046507,2000-11-01,2000-11-05
114,(2000 WH10),True,.0489664,21.617,2000-11-25,33135.9135935471,5288232.5,2000-11-19,2000-11-23
115,(2000 WM10),False,.038279,25.8,2000-11-24,14683.4915890611,3703684.75,2000-11-20,2000-12-05
116,(2000 WS28),False,.0170871,23.4,2000-11-23,27639.8645759785,2756874.25,2000-11-20,2000-11-23
117,(2000 WT28),False,.0263194,24.5,2000-11-16,19019.5701864108,1998993.375,2000-11-20,2001-01-24
118,(2000 WG63),False,.0168664,23.2,2000-12-02,17861.6081780288,2940586,2000-11-26,2000-12-12
119,(2000 WJ107),False,.0042994,23.8,2000-11-19,29920.2216558498,1992033.875,2000-11-26,2000-12-20
120,(2000 WN148),False,.0599861,22.4,2000-11-30,15744.8218927768,7154309.5,2000-11-29,2000-12-21
121,(2000 XF44),False,.130988,21.3,2000-11-29,21763.898879525,12646593,2000-12-04,2000-12-30
122,(2001 BB40),False,.033204,24.6,2001-01-22,24107.7298641339,3372750.25,2001-01-24,2001-01-26
123,(2001 BM61),False,.158606,20.997,2001-01-18,29127.6227191146,16541159,2001-01-19,2001-01-20
124,(2001 BN61),False,.0230994,25.0,2001-01-15,19648.3715822874,2166029,2001-01-19,2001-01-21
125,(2001 CA21),True,.0374655,18.775,2001-02-12,70000.1548031146,15976040,2001-02-02,2001-02-04
126,(2001 DT8),False,.223508,19.5,2001-02-08,58672.9155367279,25574374,2001-02-17,2001-04-19
127,(2001 FE7),False,.0775177,23.4,2001-03-24,13823.003299724,7243631,2001-03-19,2001-03-31
128,(2001 FB58),False,.121299,21.6,2001-03-26,14514.1775685419,12759640,2001-03-23,2001-04-13
129,(2001 FB90),True,.0318224,19.8,2001-04-25,36570.6492255113,28591802,2001-03-17,2001-03-28
130,(2001 FC90),False,.138073,21.4,2001-04-05,16693.2293546184,14003942,2001-03-26,2001-04-13
131,(2001 FR128),False,.140549,19.6,2001-04-01,56829.8986095273,26757254,2001-03-24,2001-04-26
132,(2001 GL2),False,.0530689,20.6,2001-04-09,48373.1109512012,11105595,2001-04-03,2001-04-16
133,(2001 GS2),False,.13481,20.3,2001-04-05,23393.3403145118,14249398,2001-04-14,2001-06-02
134,(2001 HJ31),False,.00420992,23.8,2001-04-19,29769.4911437776,2443322,2001-04-26,2001-04-30
135,(2001 HL31),True,.049671,20.3,2001-05-10,56218.8407290782,4700759,2001-04-29,2001-05-08
136,(2001 KW18),False,.0338208,26.0,2001-05-24,9569.6883008778,3159463.25,2001-05-18,2001-05-23
137,(2001 KO41),False,.152696,20.7,2001-04-03,9835.3918404471,16399961,2001-05-24,2001-06-18
138,(2001 KD68),False,.165458,22.7,2001-05-24,10156.0452411258,15830008,2001-05-31,2001-06-19
139,(2001 MS3),False,.0230103,24.0,2001-06-07,19431.848774761,2157154.5,2001-06-15,2001-06-28
140,(2001 NY1),False,.0147735,23.2,2001-07-02,21684.9703538828,2032705.875,2001-07-10,2001-09-19
141,(2001 ND13),False,.100561,21.5,2001-08-10,23304.2944030108,9557738,2001-07-13,2001-08-01
142,(2001 PG14),False,.0767256,22.5,2001-08-07,19127.9321014022,7422323.5,2001-08-14,2001-09-13
143,(2001 QJ),False,.239544,21.8,2001-08-16,10209.81809243,23111376,2001-08-16,2001-09-22
144,(2001 QD34),False,.0585425,22.8,2001-08-04,18490.3759899015,5554705.5,2001-08-17,2001-08-27
145,(2001 QP142),False,.0445017,24.1,2001-08-25,21333.2471076561,4815943,2001-08-25,2001-09-20
146,(2001 QL163),False,.0570531,22.6,2001-09-10,17731.1266789468,6023597.5,2001-08-25,2001-09-07
147,(2001 RO3),False,.00771833,23.5,2001-09-09,20840.2340728001,2586685.25,2001-09-07,2001-10-11
148,(2001 RP3),False,.0396685,23.4,2001-09-06,20611.9605569738,4775901.5,2001-09-08,2001-10-11
149,(2001 RW17),False,.0593872,19.7,2001-07-12,28427.1053733135,19358172,2001-09-11,2001-10-17
150,(2001 RX47),False,.162409,20.1,2001-07-12,15365.58488708,14933665,2001-09-11,2001-10-17
151,(2001 SZ169),False,.0263654,25.1,2001-09-19,10293.9979143504,2982501.5,2001-09-19,2001-09-24
152,(2001 SA170),False,.0444342,23.1,2001-09-23,15882.8028445664,5708758,2001-09-20,2001-10-13
153,(2001 SB170),False,.00286821,22.6,2001-09-12,47162.6265399143,10921901,2001-09-20,2001-10-13
154,(2001 SP263),False,.00332461,25.7,2001-09-26,23397.3843246333,1245707.25,2001-09-21,2001-09-26
155,(2001 SL264),False,.287786,19.5,2001-08-28,3760.0463931869,33663788,2001-09-11,2001-10-17
156,(2001 SX269),False,.225003,21.5,2001-09-11,5621.4732152858,21717200,2001-09-23,2001-10-13
157,(2001 SD270),False,.161758,21.395,2001-10-07,33606.4158108002,15229712,2001-09-26,2001-10-06
158,(2001 TY1),False,.00481945,25.0,2001-10-04,21276.1986927376,1197815,2001-10-06,2001-11-15
159,(2001 TE45),False,.0971115,22.9,2001-10-06,27021.5239307008,9033817,2001-10-15,2001-10-21
160,(2001 UO),False,.0149919,24.1,2001-10-11,35486.1184147226,2099683.75,2001-10-16,2001-10-18
161,(2001 UZ4),False,.303699,20.6,2001-10-14,29510.8576409551,28867424,2001-10-08,2001-10-21
162,(2001 UB5),False,.129643,21.9,2001-10-19,56197.1741011976,13030406,2001-10-18,2001-10-21
163,(2001 UC5),False,.0598657,21.3,2001-10-23,42957.3063258285,5565690,2001-10-20,2001-10-26
164,(2001 UF5),False,.00586793,22.7,2001-10-29,39772.2360892878,1812717.75,2001-10-07,2001-10-26
165,(2001 UQ16),False,.23501,21.3,2001-10-24,38517.2348785392,21903844,2001-10-15,2001-10-26
166,(2001 UT16),False,.0248799,25.5,2001-10-26,17393.8125719522,2324195.75,2001-10-24,2001-10-25
167,(2001 UU16),False,.0312079,24.9,2001-10-26,20869.1511599439,2900221.25,2001-10-24,2001-10-26
168,(2001 UD18),False,.0129649,27.6,2001-10-26,13307.7859352848,1208018.875,2001-10-26,2001-10-27
169,(2001 UE18),False,.191272,22.5,2001-11-08,18139.3690710662,18084198,2001-10-26,2001-10-29
170,(2001 UO27),False,.303814,19.8,2001-10-27,49812.3436962676,30511380,2001-10-27,2001-11-15
171,(2001 VD2),False,.0210971,25.6,2001-11-11,18546.4568499498,2049535.375,2001-11-09,2001-11-11
172,(2001 VM5),False,.014091,25.1,2001-11-08,18624.8603172632,1384531,2001-11-11,2001-11-16
173,(2001 VG16),False,.0158303,25.3,2001-11-13,19467.1996951657,1578426.5,2001-11-12,2001-11-16
174,(2001 VE76),False,.0328338,23.6,2001-11-24,27550.5802833055,3621011,2001-11-15,2001-11-21
175,(2001 WH49),False,.0322729,26.0,2001-11-03,12635.5918872092,3005573.25,2001-11-24,2001-11-25
176,(2001 XH16),False,.00541694,24.8,2001-12-02,33288.2595348677,1974431.5,2001-12-09,2001-12-20
177,(2001 XO88),False,.0538486,22.0,2001-11-24,21056.446145551,4904770,2001-12-14,2002-01-09
178,(2001 XX103),False,.0159678,23.6,2001-12-20,40424.9656806222,1607577.875,2001-12-15,2001-12-20
179,(2001 YA1),False,.162997,20.8,2001-12-08,37488.5230194342,20032206,2001-12-17,2002-02-17
180,(2001 YD1),False,.0165037,24.4,2001-12-11,29100.1444109472,1656821.125,2001-12-17,2001-12-24
181,(2001 YO2),False,.154028,21.0,2001-12-29,59985.9969959987,23488584,2001-12-18,2002-01-11
182,(2001 YR3),False,.0914435,22.679,2001-12-23,31305.2953237111,9320825,2001-12-19,2001-12-23
183,(2002 AS4),True,.0383302,21.65,2002-01-01,67245.2510611228,3592644.25,2002-01-08,2002-01-13
184,(2002 AE29),False,.0220261,24.6,2002-01-02,25609.4391363166,2908975.5,2002-01-13,2002-01-18
185,(2002 AN129),False,.00206353,26.2,2002-01-17,26422.6658060311,1110128.625,2002-01-14,2002-01-15
186,(2002 BM),False,.0206395,24.1,2002-01-19,23777.3029060335,2926260.5,2002-01-19,2002-01-21
187,(2002 CC26),False,.0576755,24.4,2002-02-26,17502.4653050442,6156536,2002-02-10,2002-02-21
188,(2002 CU46),False,.0936086,21.1,2002-02-25,48736.279506355,14322820,2002-02-11,2002-03-03
189,(2002 CT118),False,.0492013,24.5,2002-02-25,24432.3084000897,4670992,2002-02-11,2002-02-12
190,(2002 DC3),False,.0267162,26.1,2002-02-18,11765.9939311289,2562433,2002-02-20,2002-04-09
191,(2002 EU11),True,.0146307,21.9,2002-03-29,44183.0068564021,6319784.5,2002-03-13,2002-03-26
192,(2002 EY11),False,.189135,22.2,2002-02-26,14859.103185058,16981250,2002-03-15,2002-04-18
193,(2002 EG116),False,.316906,20.8,2002-03-14,14994.7033522429,29613454,2002-03-05,2002-03-20
194,(2002 FS6),False,.0373686,24.8,2002-03-16,17570.9675407231,3882267.5,2002-03-21,2002-03-26
195,(2002 GJ1),False,.0326022,23.3,2002-04-12,19035.8644289968,3266219.25,2002-04-04,2002-04-05
196,(2002 GM5),True,.00824892,21.5,2002-04-19,41403.2622793372,6715418,2002-04-10,2002-04-17
197,(2002 GG8),False,.0331601,24.7,2002-04-07,25160.2312600666,3125607.5,2002-04-11,2002-05-02
198,(2002 LZ45),False,.00610235,23.0,2002-06-24,34155.143097638,1188532.5,2002-06-14,2002-06-24
199,(2002 LX64),True,.0442831,21.356,2002-06-01,32802.8164058402,12382810,2002-06-13,2002-06-20
200,(2002 MX),True,.0149314,21.7,2002-06-12,57212.5170884621,3856421,2002-06-17,2002-07-05
201,(2002 OY21),False,.0861553,20.7,2002-08-13,46160.826976113,9261458,2002-07-29,2002-08-13
202,(2002 PX39),False,.0114982,23.4,2002-07-28,22614.9662673208,4234392.5,2002-07-26,2002-09-04
203,(2002 PE43),False,.0184867,24.1,2002-08-09,18102.8500339069,2146139.25,2002-08-10,2002-08-14
204,(2002 RC117),False,.00039081,24.9,2002-09-10,27500.9990343805,1916016.875,2002-08-26,2002-09-10
205,(2002 RA126),False,.0605658,22.8,2002-08-28,22631.3585223503,9290907,2002-09-11,2002-09-28
206,(2002 RA182),False,.268842,20.9,2002-08-11,7731.2368362047,35592460,2002-09-05,2002-10-11
207,(2002 RB182),False,.00204344,23.1,2002-10-01,32099.4699920153,6080622.5,2002-09-14,2002-09-16
208,(2002 SF),False,.300334,20.2,2002-09-18,5328.7489347876,28117016,2002-09-16,2002-10-25
209,(2002 SN),False,.218436,20.8,2002-10-08,8508.6494410878,20314860,2002-09-10,2002-12-11
210,(2002 SQ41),True,.0100253,20.1,2002-10-20,56506.1678570947,7624899,2002-09-29,2002-10-21
211,(2002 TA58),False,.00233528,26.8,2002-10-07,24493.6476662183,1340773.375,2002-10-03,2002-10-07
212,(2017 YV5),False,.0445147,22.9,2017-11-13,18007.9046812498,14450864,2017-12-24,2018-01-10
213,(2017 YE8),False,.00360235,25.5,2014-07-09,32233.413578546,4741750.5,2017-12-29,2018-01-15
214,(2018 AA12),False,.0417716,24.8,1930-12-23,35731.6173865128,28814414,2018-01-14,2018-01-22
215,(2018 GR1),False,.015133,24.2,1909-10-22,52029.8800114554,18917992,2018-04-10,2018-04-21
216,(2018 LT6),False,.0233866,22.3,2018-07-01,28970.4200199604,2765250,2018-06-15,2018-06-22
217,(2018 NR4),False,.435452,20.2,2018-07-31,68611.3770750975,42265856,2018-07-09,2018-08-09
218,(2018 QN1),True,.0498993,21.3,2018-11-12,19890.5324319128,5145809,2018-07-11,2018-10-02
219,(2018 RF),False,.00583354,24.6,2018-09-08,29708.3480883396,2809504.25,2018-08-12,2018-09-08
220,(2018 RX3),False,.0184602,23.7,2018-09-26,31509.0463936627,4801122.5,2018-09-10,2018-09-22
221,(2018 RE5),False,.00173081,27.4,2018-09-15,36302.8525317951,231457.203125,2018-09-12,2018-09-14
222,(2018 TT4),False,.00907822,24.749,2018-03-31,26858.7081613135,45285540,2018-10-10,2018-10-19
223,(2002 TD58),False,.0973225,23.1,2002-10-04,22845.1621544798,10049628,2002-09-30,2002-10-29
224,(2002 TZ59),False,.015854,23.1,2002-09-27,65546.002132321,1513837,2002-10-04,2002-10-08
225,(2002 TG66),False,.0161703,23.9,2002-09-26,26826.6658632811,2330306,2002-10-05,2002-10-15
226,(2002 UV36),False,.00552677,26.5,2002-11-01,18166.6787966,1496030,2002-10-31,2002-11-14
227,(2002 VQ14),False,.263136,21.1,2002-11-01,9813.4038194155,27201042,2002-11-05,2002-12-13
228,(2002 VS85),False,.0317314,24.1,2002-11-16,46309.480560202,2989188,2002-11-12,2002-11-15
229,(2002 VY91),False,.0064904,26.3,2002-11-09,20827.3051648702,1434950,2002-11-12,2002-12-04
230,(2002 VZ91),False,.00787797,26.1,2002-11-07,15755.5056738951,1083584.125,2002-11-12,2002-11-28
231,(2002 XW4),False,.226629,21.7,2002-11-13,10346.826015096,22501204,2002-11-28,2002-12-28
232,(2002 XS14),False,.0249238,24.2,2002-12-17,14596.2885550492,2988793.5,2002-12-06,2003-01-30
233,(2002 XM35),False,.019573,22.958,2002-12-06,60132.1871575926,4744401,2002-12-01,2002-12-02
234,(2002 XF40),False,.021015,24.9,2002-12-04,21220.6968664184,2331430,2002-12-10,2002-12-12
235,(2002 XO40),False,.0946936,20.7,2002-12-10,63686.7844820358,9141554,2002-12-11,2003-01-29
236,(2002 XU66),False,.529107,18.4,NA,NA,NA,,
237,(2002 XE84),False,.11579,20.693,2002-12-09,48783.6155933572,13681156,2002-12-13,2002-12-14
238,(2002 YR5),False,.167325,21.738,2002-12-21,31764.0950652084,15620806,2002-12-31,2003-01-04
239,(2002 YC12),False,.0224267,25.3,2003-01-04,21588.8706461912,2084671.625,2002-12-31,2003-01-07
240,(2003 AS42),False,.024265,25.3,2003-01-11,16818.4337173815,2264348.75,2003-01-08,2003-01-11
241,(2003 AJ69),False,.00980818,24.9,2003-01-06,23685.6829975883,2399575.75,2003-01-10,2003-01-23
242,(2003 BN1),False,.0547336,20.173,2003-01-20,76784.7808841408,7078376.5,2003-01-25,2003-02-01
243,(2003 BS35),False,.0262718,24.7,2003-01-30,13310.6299200344,3154903,2003-01-27,2003-02-07
244,(2003 BV35),False,.0507376,22.1,2003-01-27,50660.9443667211,4785332.5,2003-01-29,2003-02-09
245,(2003 BC44),False,.0521375,25.5,2003-01-08,24472.4556882188,5001837,2003-01-29,2003-01-31
246,(2003 BC46),False,.258971,23.6,2003-01-19,5086.176267323,25829910,2003-01-25,2003-04-24
247,(2003 BS47),False,.0213667,25.8,2003-01-29,15654.7871933637,2041600.5,2003-01-31,2003-02-02
248,(2003 CO20),False,.0281743,22.882,2003-02-06,30926.3868181111,2714607,2003-02-11,2003-02-18
249,(2003 DH6),False,.0162286,24.3,2003-03-01,25447.9942048266,1480746.75,2003-02-23,2003-03-03
250,(2003 EH16),False,.29354,20.5,2003-02-07,21229.1273772935,28595546,2003-03-08,2003-04-01
251,(2003 EP16),False,.0987556,23.0,2003-02-06,14037.2946296675,9307112,2003-03-09,2003-03-30
252,(2003 EC50),False,.0308984,22.9,2003-03-25,26683.132030964,2907440.25,2003-03-10,2003-03-23
253,(2003 FV3),False,.270909,20.8,2003-03-17,26296.6985104495,28361656,2003-03-26,2003-04-21
254,(2003 GD),False,.030748,22.1,2003-04-05,40712.7881959193,5667752,2003-04-02,2003-04-22
255,(2003 GF21),False,.0142764,22.2,2003-04-11,34663.5040400746,3313015.75,2003-04-07,2003-04-10
256,(2003 GR22),True,.00668767,21.925,2003-04-14,46726.3946838233,5191407,2003-04-07,2003-04-09
257,(2003 GS22),False,.166566,23.1,2003-02-19,12159.904437307,17386482,2003-04-07,2003-04-25
258,(2003 GP51),True,.0374331,22.0,2003-04-02,28977.7777180048,3653770.25,2003-04-14,2003-05-05
